Market Name,Address Line 1,City,Zip,Market Link,Operation Hours,Operation Season,Latitude,Longitude
Uptown Fresh Healthy Lifestyles Market,3248 Bailey Ave.,Buffalo,14215,http://www.buffalopromiseneighborhood.org,Saturday  10am-2pm,June 25-September 24,42.94321,-78.8137
Uptown Fresh Healthy Lifestyles WINTER Market,24  Westminster Ave.,Buffalo,14215,http://www.buffalopromiseneighborhood.org,Wednesday  4pm-7pm,October 26-TBD,42.93944,-78.8124
Westside Farm Stand,251 Vermont St.,Buffalo,14213,https://www.facebook.com/westsideherbsandalliums,Friday  5pm-7pm,May 20-November 18,42.90728,-78.88948
Williamsville Mill Farmers' Market,5565 Main St.,Williamsville,14221,http://www.williamsvillefarmersmarket.com,Saturday  8am-1pm,May 14-October 29,42.962438,-78.745756
Drinkwine Produce Farm Stand,Route 9N,Ticonderoga,12883,,Daily  10am-6pm,June 1-October 31,43.86062,-73.44656
Elizabethtown Farmers' Market,7590 Court St,Elizabethtown,12932,http://www.adirondackfarmersmarket.com,Friday  9am-1pm,June 3-September 16,44.21505,-73.59094
Keene Farmers' Market,2253 State Route 73,Keene Valley,12943,http://www.adirondackfarmersmarket.com,Sunday  9:30am-2pm,June 19-October 9,44.22067,-73.78561
Lake Placid Farmers' Market,2322 Saranac Ave,Lake Placid,12946,http://www.ausablevalleygrangefarmersmarkets.com/,Wednesday  9am-1pm,June 1-October 19,44.2925,-73.98829
Schroon Lake Farmers' Market,15 Leland Ave,Schroon Lake,12870,http://www.ausablevalleygrangefarmersmarkets.com/,Monday  9am-1pm,June 27-August 29,43.83666,-73.76049
Ticonderoga Farmers' Market,1114 Wicker Street,Ticonderoga,12883,,Saturday  10am-1pm,July 2-October 29,43.85688,-73.43642
Willsboro Farmers' Market,3900 NY Rt 22,Willsboro,12996,http://www.adirondackfarmersmarket.com,Thursday  9am-1pm,June 16-September 8,44.36971,-73.395629
Chateaugay Lake Farmers' Market,4939 State Route 374,Merrill,12955,http://www.adirondackfarmersmarket.com,Saturday  9am-1pm,June 18-September 3,44.78327,-73.98388
JCEO  Route 11 Garden Stand,3400 State Route 11,Malone,12953,http://www.jceo.org,"Mon-Fri  10am-6pm, Saturday 10am-4pm",June 27-September 3,44.8476,-74.31148
JCEO Route 51 Garden Stand,394 County Highway 51,Malone,12953,http://www.jceo.org,"Mon-Fri  10am-6pm, Saturday 10am-4pm",June 27-September 3,44.8572,-74.33951
Malone Farmers' Market,Airport Road and US 11,Malone,12953,http://www.adirondackfarmersmarket.com,Wed  12pm-4:30pm,June 15-October 12,44.84733,-74.32773
Saranac Green Market,McCutcheon Lane and Chazy Lake Road,Saranac,12981,http://www.saranacgreenmarket.com/,Sundays 10am-1pm,July 3-September 11,44.66116,-73.73588
Saranac Lake Farmers' Market,23 River Street,Saranac Lake,12983,http://www.adirondackfarmersmarket.com,Tuesday  10am-2pm,May 10-September 27,44.3248,-74.13056
Saranac Lake Village Farmers' Market,Main St and Route 3,Saranac Lake,12983,http://www.ausablevalleygrangefarmersmarkets.com/,Saturday  9am-2pm,June 4-October 8,44.32503,-74.13178
Tupper Lake Farmers' Market,46 Museum Dr,Tupper Lake,12986,http://www.adirondackfarmersmarket.com,Thursday  10am-2pm,June 9-September 22,44.21956,-74.43693
Gloversville Farmers' Market,9 Elm Street,Gloversville,12078,http://www.fmfma.org,Sat  8:30am-12:30pm,May 7-October 15,43.052604,-74.345796
Johnstown Farmers' Market,Main and William,Johnstown,12095,http://www.fmfma.org,Tuesday  3pm-6pm,June 14-October 18,43.00636,-74.37421
Northville Farmers' Market,162 South Main St,Northville,12134,http://www.villageofnorthville.com/events/,Fri  2pm-5pm,May 27-October 9,43.22568,-74.17102
Curbside Market-Gillam Grant Comm Ctr,6966 W Bergen Road,Bergen,14416,http://www.foodlinkny.org,Monday  10am-10:30am,July-November,43.0771,-78.00657
Genesee Country Farmers' Market,Bank St and Alva Place,Batavia,14020,,Tue/Thu/Fri  9am-5pm,June 10-October 28,42.99905,-78.18151
Leon Halat Jr Farm Stand,8282 Park Rd.,Batavia,14020,,Tue-Sat  9:30am-5pm,June 10-December 23,43.01245,-78.2021
LeRoy Farmers' Market,Trigon Park,Le Roy,14482,http://www.villageofleroy.org,Saturday  9am-12:30pm,June 25-October 15,42.97756,-77.98592
Black Horse Farms Farm Stand,10094 Rte 9W,Athens,12015,http://www.blackhorsefarms.com,"Daily  8am-6pm, Dec 24-Mar 25 , 9am-5pm",Year-round,42.30634,-73.85043
Bulich Creekside Farm Farm Stand,1682 Route 23B,Leeds,12451,,"Mon-Fri  12pm-6pm, Sat/Sun 10am-6pm",May 10-October 31,42.26297,-73.92541
Catskill Farmers' Market,344 Main St.,Catskill,12414,http://www.catskillcommunitycenter.org,Friday  4pm-7pm,June 3-October 14,42.21821,-73.86507
Coxsackie Farmers' Market,1 Betke Boulevard,Coxsackie,12051,http://www.coxsackiefarmersmarket.org,Wednesday  4pm-7pm,May 18-September 28,42.3525,-73.79622
Indian Lake Community Farmers' Market,Route 28 and Route 30,Indian Lake,12842,,Saturday  10am-2pm,July 2-September 24,43.78247,-74.26541
Speculator Farmers & Crafters Farmers' Market,State Route 30 and Elliot Ln,Speculator,12164,http://www.speculatorchamber.com,Thursday  2pm-5pm,June 23-September 15,43.49679,-74.36073
Dolgeville Farmers' Market,55 North Main Street,Dolgeville,13329,http://farmersmarketherkimerhealthnet.com/dolgeville,Saturday  9am-1pm,May 21-October 29,43.10413,-74.77077
Ilion Farmers' Market,437 Otsego St,Ilion,13357,http://farmmarket.herkimerhealthnet.com/ilion.html,"Friday  12pm-6pm, Saturday  10am-5pm",Year-round,43.00028,-75.04423
Little Falls Farmers' & Flea Market,Albany Street and 2nd Street,Little Falls,13365,,Saturday  8am-1pm,May 7-November 19,43.04284,-74.85828
Little Falls WINTER Farmers Market,20 Albany St.,Little Falls,13365,,2nd & 4th Sat  9am-1pm,November-April,43.042006,-74.859812
MAWS Farm Stand,7342 Main Street,Newport,13416,http://www.mawsfarm.com,"Mon-Sat  10am-6pm, Sunday  12pm-6pm, Hours change Nov 1",Year-round,43.18096,-75.01054
Mohawk Farmers' Market,41 West Main St,Mohawk,13407,,Wednesday  2pm-5pm,June 1-October 5,43.01075,-75.00846
Old Forge Farmers' Market,Crosby Blvd and Park Ave,Old Forge,13420,http://www.cap-21.org,Friday  1pm-5pm,June 24-October 7,43.70893,-74.97286
Salisbury Farmers' Market,126 State Route 29A,Salisbury Center,13329,,Friday  9am-1pm,May 27-October 14,43.14304,-74.78544
Alexandria Bay Farmers' Market,21 Route 12,Alexandria Bay,13607,http://www.visitalexbay.org,Friday  9am-3pm,May 20-September 16,44.33191,-75.91425
Black River Farmers' Market,101 Public Works Drive,Black River,13612,,Tuesday  11am-6pm,June 21-September 13,44.01594,-75.78625
Bushgardens Farm Stand,10371 NYS Route 26,Carthage,13619,,"M/T/Th/Sat/Sun  6a-9p, Wed/Fri  3pm-8pm",May 15-November 1,43.91954,-75.58686
Cape Vincent Farmers' Market,Broadway St and James St,Cape Vincent,13618,http://www.capevincent.org,Saturday  10am-4pm,June 18-October 8,44.12838,-76.33472
Carthage Farmers' Market,215 Spring St,Carthage,13619,http://www.carthageny.com,Friday  7am-2pm,May 27-October 28,43.97798,-75.61225
Clayton Chamber of Commerce Farmers' Market,615 East Line Road,Clayton,13624,http://www.1000island-clayton.com,Thursday  11am-5pm,June 2-October 15,44.2298,-76.07713
MDC Show & Market Hogs Farm Stand,39449 County Rd. 24,Antwert,13608,,"Mon-Sat  9am-9pm, Sunday  10am-6pm",May 15-November 1,44.23889,-75.6159
The Cheese Store Farmers' Market,19401 NYS Route 3,Watertown,13601,http://www.jeffersonbulkmilk.com,Friday  2:30pm-6:30pm,May 27-October 7,43.96978,-75.98608
Tickle the Earth Farm Stand,13501 County Route 155,Adams Center,13606,,Daily  11am-5pm,May -October,43.88524,-75.94957
Watertown Farm & Craft Market,317 Washington Street,Watertown,13601,http://www.watertownny.com,Wed  6:30am-3:30pm,May 25-October 5,43.97173,-75.91116
Watertown Saturday Farmers' Market,175 Black River Parkway,Watertown,13601,https://www.facebook.com/Watertown-Saturday-Farmers-Market-106662177762/,Saturday  9am-2pm,June 4-October 15,43.97651,-75.90988
Windswept Meadows Farm Stand,17025 County Road 68,Watertown,13601,http://www.keeneyswindsweptmeadowsfarm.com,Daily  7am-9pm,July 1-Oct 31,43.91784,-75.87206
Bartel-Pritchard Square Greenmarket,Prospect Park West and 14th Street,Brooklyn,11215,http://www.grownyc.org/greenmarket,Wednesday  8am-3pm,Year-round,40.66094,-73.97979
Bay Ridge Greenmarket,Third Ave and 95th St,Brooklyn,11209,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,May 7-November 19,40.61724,-74.03362
Bensonhurst Greenmarket,8100 18th Ave,Brooklyn,11214,http://www.grownyc.org/greenmarket,Sunday  9am-4pm,June 5-November 20,40.60958,-73.99944
Boro Park Greenmarket,14th Ave and 49th St,Brooklyn,11219,http://www.grownyc.org/greenmarket,Thursday  8am-3pm,July 7-November 17,40.6337,-73.98992
Brooklyn Borough Hall Greenmarket,Court St and Montague St,Brooklyn,11201,http://www.grownyc.org/greenmarket,Tue/Thu/Sat  8am-5pm,Year-round,40.69375,-73.99047
Brownsville Pitkin Youthmarket,Pitkin Ave. between Thomas Boyland and Amboy Streets,Brooklyn,11212,http://www.grownyc.org/youthmarket,Saturday 10am-3pm,July 9-November 19,40.69245,-73.99036
Brownsville Rockaway Youthmarket,Rockaway Ave and Livonia Ave,Brooklyn,11212,http://www.grownyc.org/youthmarket,Friday  12pm-5pm,July 8-November 18,40.66255,-73.90895
Bushwick Broadway Farmers' Market,Broadway and Thomas S Boyland Street,Brooklyn,11385,http://www.bushwickfarmersmarket.org,Thursday  9am-3pm,June 30-November 17,40.6853,-73.91473
Bushwick Maria Hernandez Farmers' Market,Knickerbocker Ave and Starr St,Brooklyn,11237,http://www.bushwickfarmersmarket.org,Saturday  9am-3pm,June 25-November 19,40.70281,-73.92539
Carroll Gardens Greenmarket,Carroll St and Court St,Brooklyn,11231,http://www.grownyc.org/greenmarket,Sunday  8am-3pm,Year-round,40.68106,-73.99653
Coney Island Farm Stand,Surf Ave and West 16th Street,Brooklyn,11224,http://www.astelladevelopment.org,Sunday  9am-3pm,July 12-November 22,40.57542,-73.98337
Cortelyou Greenmarket,1399 Cortelyou Rd,Brooklyn,11226,http://www.grownyc.org/greenmarket,Sunday  8am-3pm,Year-round,40.64044,-73.96617
Cypress Hills Youthmarket,Fulton St. and Logan St.,Brooklyn,11208,http://www.grownyc.org/youthmarket,Friday  11am-6pm,July 8-November 18,40.68206,-73.87788
East New York Farmers' Market I,613 New Lots Ave,Brooklyn,11207,http://www.eastnewyorkfarms.org,Saturday  9am-3pm,June 25-November 26,40.6647,-73.88659
East New York Farmers' Market II,New Lots Ave and Georgia Ave,Brooklyn,11207,http://www.eastnewyorkfarms.org,Wed  3:30pm- 6:30pm,July 6-October 26,40.66075,-73.8955
Flatbush Junction Youthmarket,Flatbush Ave and Nostrand Ave,Brooklyn,11210,http://www.grownyc.org/greenmarket,Saturday  8:30am-3pm,July 9-November 19,40.63286,-73.9477
Fort Greene Park Greenmarket,Washington Park and DeKalb Ave,Brooklyn,11205,http://www.grownyc.org/greenmarket,Saturday  8am-4pm,Year-round,40.68962,-73.97313
Graham Avenue Farmers' Market,Graham Ave and Cook St,Brooklyn,11206,http://www.grahamavenuebid.net,Saturday  8am-4:30pm,July 2-October 29,40.70235,-73.94238
Grand Army Plaza Greenmarket,Flatbush Ave and Grand Army Plaza,Brooklyn,11238,http://www.grownyc.org/greenmarket,Saturday  8am-4pm,Year-round,40.67412,-73.9695
Greenpoint McCarren Park Greenmarket,N 12th Street and Driggs Ave,Brooklyn,11222,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,Year-round,40.72046,-73.95269
H.S. for Public Service Youth Farm Farmers' Market,600 Kingston Ave,Brooklyn,11203,http://www.theyouthfarm.org,Wed  2:30pm-6:30pm,June 22-October 26,40.65866,-73.94384
Harvest Home Clinton Hills Farmers' Market,267 Lafayette St,Brooklyn,11238,http://www.harvesthomefm.org,Tuesday  8am-4pm,July 5-November 22,40.6882,-73.96615
Harvest Home Coney Island Farmers' Market,Ocean Pkwy and Avenue Z,Brooklyn,11235,http://www.harvesthomefm.org,Wed/Fri  8am-4pm,June 15-November 23,40.58669,-73.96578
Harvest Home Kings Co. Hospital Farmers' Market,511 Clarkson Ave,Brooklyn,11203,http://www.harvesthomefm.org,Wednesday  8am-4pm,June 8-November 23,40.65588,-73.94245
Harvest Home Marcy Park Farmers' Market,Myrtle Ave and Marcy Ave,Brooklyn,11206,http://www.harvesthomefm.org,Thursday  8am-4pm,July 9-November 19,40.69537,-73.94922
Hattie Carthan After Church Farmers' Market,49 Van Buren St,Brooklyn,11221,http://www.hattiecarthancommunitymarket.com,Sunday  1pm-6pm,August 2-November 22,40.69024,-73.94359
Hattie Carthan Community Farmers' Market,365 Clifton Pl,Brooklyn,11216,http://www.hattiecarthancommunitymarket.com,Saturday  9am-3pm,July 11-November 21,40.68965,-73.94879
Isabahlia Farmers' Market,410 Livonia Ave,Brooklyn,11212,http://www.isabahlialoefinc.org,Saturday  8am-4pm,June 25-October 29,40.66353,-73.90226
Kensington Youthmarket,Fort Hamilton Pkwy and East 5th St,Brooklyn,11218,http://www.grownyc.org/youthmarket,Saturday  8am-4pm,June 4-November 19,40.64917,-73.97659
Live Market Farmers' Market,Farragut Rd. and East 40th Street,Brooklyn,11203,,Sunday  8am-3pm,July 10-November 27,40.63685,-73.93849
Malcolm X Blvd. Community Farmers' Market,Malcolm X Blvd and Marion St,Brooklyn,11233,http://www.brooklynrescuemission.org,Saturday  8am-3pm,July 16-November 12,40.67975,-73.92865
Marcy Plaza Community Farmers' Market,1368 Fulton Street,Brooklyn,11216,http://www.brooklynrescuemission.org,Wednesday  11am-6pm,July 6-November 16,40.68007,-73.94565
McGolrick Park Farmers' Market,103 Russel Street,Brooklyn,11222,http://www.downtoearthmarkets.com,Sunday  10am-4pm,April 24-November 20,40.72405,-73.94428
Park Slope Sunday Farmers' Market,Fourth Street and Fifth Avenue,Brooklyn,11215,http://www.downtoearthmarkets.com,Sunday  10am-5pm,Year-round,40.6722,-73.98379
Park Slope Wednesday Farmers' Market,4th Street at 5th Avenue,Brooklyn,11215,http://www.downtoearthmarkets.com,Wednesday  3pm-7pm,May 11-November 16,40.6722,-73.98379
Parkside Greenmarket,Parkside Ave. & Ocean Ave.,Brooklyn,11226,http://www.grownyc.org/greenmarket,Sunday  8am-4pm,June 12-November 20,40.655116,-73.961895
Pitkin-Verde Farmers' Market,2094 Pitkin Ave,Brooklyn,11207,http://www.cypresshills.org,Tuesday  9am-5pm,June 21-November 22,40.67175,-73.89525
Project EATS Brooklyn Museum Farm Stand,200 Eastern Parkway,Brooklyn,11238,http://www.projectEATS.org,Thursday  2pm-7pm,May 19-November 23,40.67115,-73.96348
Project EATS Marcus Garvey Village Farm Stand,300 Chester Street,Brooklyn,11212,http://www.projectEATS.org,Tues  2pm-6pm,May 31-November 29,40.66432,-73.91036
Red Hook Farm Stand,580 Columbia St,Brooklyn,11231,http://www.added-value.org/farmers-market,Saturday  8am-3pm,June 18-November 19,40.67198,-74.00901
Saratoga Farm Stand,2048 Saratoga Ave,Brooklyn,11233,http://bedstuyagainsthunger.org,Saturday  10am-2pm,July 18-November 19,40.678507,-73.915944
Sunset Park Greenmarket,4th Ave and 60th St,Brooklyn,11220,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,July 9-November 19,40.64081,-74.01836
Urban Oasis Farm Stand,681 Clarkson Ave,Brooklyn,11203,,Wednesday  2pm-5:30pm,June 29-November 9,40.65621,-73.93741
Williamsburg Greenmarket,199 Taylor St,Brooklyn,11211,http://www.grownyc.org/greenmarket,Thursday  8am-4pm,July 7-November 17,40.70643,-73.96211
Windsor Terrace Greenmarket,1625 11th Avenue,Brooklyn,11215,http://www.grownyc.org/greenmarket,Sunday  9am-3pm,May 8-December 18,40.65699,-73.97597
Colwell's Farm Stand and Garden Center,6007 State Route 12,Glenfield,13343,http://www.colwellsfarmmarket.com,"Mon-Sat  8am-7pm, Sunday  9am-6pm",April 1-December 25,43.71844,-75.41148
Lewis Co. General Hospital Farmers' Market,7785 North State St,Lowville,13367,http://lcgh.net,Thursday  11am-3pm,June 23-September 29,43.79521,-75.49955
Lowville Farmers' Market,5473 Bostwick Street,Lowville,13367,,Saturday  8am-2pm,May-October,43.79319,-75.4909
Lyons Falls Farmers' Market,6904 Laura St,Lyons Falls,13368,http://www.lyonsfallsalive.org,Tuesday  12pm-5pm,June 21-October 11,43.61458,-75.3562
Curbside Market-Rotating,2 Murray Hill Drive,Mt. Morris,14510,http://www.foodlinkny.org,Contact market for times and locations,July-September,42.732804,-77.884454
Curbside Market-Tri County Family Med,60 Red Jacket Street,Dansville,14437,http://www.foodlinkny.org,Thursday  10am-10:45am,July-November,42.55055,-77.69462
Dansville Farmers' Market,100 Maple St,Dansville,14437,http://ragingwindsfarmmarket.com/?page_id=9,Friday  11am-4pm,May 20-October 7,42.56598,-77.70782
Geneseo Farmers' Market,Main St and Center St,Geneseo,14454,http://www.geneseofarmersmarket.org,Thursday  3pm-6:30pm,June 23-October 20,42.79624,-77.81679
Lima Presbyterian Church Farmers' Market,7295 W. Main St.,Lima,14485,http://www.limapreschurch.org,Tuesday  3pm-6pm,June 14-October 25,42.90496,-77.61175
Mount Morris Village Farmers' Market,36 North Main St,Mount Morris,14510,,Tuesday  1pm-6pm,May 24-October 11,42.73078,-77.87658
Cazenovia Farmers' Market,48 Albany St. Memorial Park,Cazenovia,13035,http://www.cazenoviachamber.com,Saturday  9am-2pm,May 7-October 29,42.92975,-75.85456
Cazenovia WINTER Farmers' Market,26 Chenango Street,Cazenovia,13035,http://www.cazenoviachamber.com,3rd Saturday  10am-1pm,November-April,42.92467,-75.85168
Cottage Lawn Farmers' Market,435 Main St.,Oneida,13421,http://www.mchs1900.org,Tuesday  3pm-7pm,May 17-Sept 13,43.087786,-75.646416
Hamilton Parry's Hardware WINTER Farmers' Market,100 Utica Street,Hamilton,13346,http://hamiltonny.com/default.aspx,3rd Saturday  10am-1pm,November-April,42.832844,-75.548027
Oneida City Farmers' Market,Oneida and Main Sts.,Oneida,13421,http://www.oneidafarmersmarket.com/,Thursday  11am-7pm,June 2-October 27,43.0962,-75.65257
Oneida Towers Farmers' Market,226 Farrier Ave.,Oneida,13421,,Thursday  3pm-4pm,July 7-October 13,43.09384,-75.65524
Town of Lenox/Canastota Farmers' Market,South Main St and West Hickory St,Canastota,13032,,"Saturday  10am-5pm, weather permitting",July 9-October 15,43.07476,-75.75539
Village of Hamilton Farmers' Market,Broad St and Payne St,Hamilton,13346,http://www.hamilton-ny.gov,Saturday  8am-1pm,May 7-October 29,42.82684,-75.54436
441 Ministries Farm Stand,441 Paresells Ave,Rochester,14609,http://www.foodlinkny.org,Tuesday  3pm-7pm,July-September,43.1658,-77.56665
Aenon Baptist Farm Stand,175 Genesee St,Rochester,14611,http://www.foodlinkny.org,Wednesday  11am-2pm,July-September,43.1466,-77.63608
Bridges to Wellness Farm Stand,700 North Street,Rochester,14605,http://www.foodlinkny.org,Tuesday  4pm-6pm,July-September,43.17027,-77.59682
Brightly's Farm Market,525 Drake Rd.,Hamlin,14464,http://www.brightlyfarms.com,"Mon-Sat  9am-5pm, Sunday  9am-5pm",March 15 -December 31,43.29471,-77.94344
Brighton Farmers' Market,1150 Winton Rd South,Rochester,14618,http://www.brightonfarmersmarket.org,Sunday  9am-1pm,May 22-October 30,43.12204,-77.56808
Brighton WINTER Farmers' Market,220 Idlewood Road,Rochester,14618,http://www.brightonfarmersmarket.org,Sunday  1pm-4pm,November 1-May 15,43.11275,-77.56809
Brockport Farmers' Market,Main St and Market St,Brockport,14420,https://www.facebook.com/The-Brockport-Farmers-Market-119617824757169/,Sunday  8am-1pm,June 19-October 30,43.21556,-77.9385
Cathedral Community Farm Stand,296 Flower City Park,Rochester,14615,http://www.foodlinkny.org,Weds 2:30pm-5:30pm,July-September,43.19312,-77.63275
Curbside Market-AJHC Woodward,480 Genesee Street,Rochester,14611,http://www.foodlinkny.org,Monday  2:15pm-3:15pm,July-September,43.14061,-77.63585
Curbside Market-Andrews Terrace,125 Saint Paul Street,Rochester,14604,http://www.foodlinkny.org,Tue  2:15pm-3:15pm,July-September,43.15872,-77.61047
Curbside Market-Blackwell Estates,5 Antoinette Drive,Rochester,14623,http://www.foodlinkny.org,Monday 3pm-3:45pm,July-September,43.08254,-77.60786
Curbside Market-Buena Vista,229 Avenue A,Rochester,14621,http://www.foodlinkny.org,Thursday 11am-11:45am,July-September,43.17777,-77.61842
Curbside Market-Carriage Factory Apts,33 Litchfield Street,Rochester,14608,http://www.foodlinkny.org,Thursday  4:30pm-5:15pm,July-September,43.15396,-77.62575
Curbside Market-CDS Monarch,840 Holt Road,Rochester,14580,http://www.foodlinkny.org,Alt Wed 4pm-4:45pm,July-September,43.21874,-77.44659
Curbside Market-CDS Monarch,860 Hard Road,Rochester,14580,http://www.foodlinkny.org,Alt Wed 4pm-4:45pm,July-September,43.21682,-77.46121
Curbside Market-Centro De Oro,817 East Main St,Rochester,14605,http://www.foodlinkny.org,Wed 12pm-12:45pm,July-September,43.16069,-77.59043
Curbside Market-Charles Settlement House,Jones Ave and Durkin Aly,Rochester,14608,http://www.foodlinkny.org,Friday  11am-11:45am,July-September,43.16603,-77.63234
Curbside Market-Charlotte Harbortown,60 River Street,Rochester,14612,http://www.foodlinkny.org,Friday  3:30pm-4:15pm,July-September,43.2444,-77.61607
Curbside Market-Charlotte Harbortown,4575 Lake Avenue,Rochester,14612,http://www.foodlinkny.org,Friday  2:15pm-3:15pm,July-September,43.25492,-77.61411
Curbside Market-Creek House Commons,1200 White Swan Dr,Rochester,14626,http://www.foodlinkny.org,Friday  3pm-3:45pm,July-September,43.21894,-77.73798
Curbside Market-Danforth Towers,140 West Avenue,Rochester,14611,http://www.foodlinkny.org,Tue  4:30pm-5:15pm,July-September,43.15038,-77.64166
Curbside Market-DePaul Ridgeview,109 Marburger Street,Rochester,14621,http://www.foodlinkny.org,Thursday  3pm-3:45pm,July-September,43.19459,-77.60782
Curbside Market-Dunn Tower,Dunn Tower Drive,Rochester,14606,http://www.foodlinkny.org,Monday  3:30pm-4:15pm,July-September,43.16924,-77.69727
Curbside Market-East Court Apt,410 Alexander St,Rochester,14607,http://www.foodlinkny.org,Fri 12pm-12:45pm,July-September,43.15929,-77.59219
Curbside Market-Glenwood Gardens,41 Kestrel St,Rochester,14613,http://www.foodlinkny.org,Monday 4:30pm-5:15pm,July-September,43.175465,-77.644124
Curbside Market-Hudson Ridge,401 Seneca Manor Drive,Rochester,14621,http://www.foodlinkny.org,Wed  3:30pm-4:15pm,July-September,43.19309,-77.60324
Curbside Market-James A Dobson Apts,150 Van Auker Street,Rochester,14608,http://www.foodlinkny.org,Tue  3pm-3:45pm,July-September,43.14997,-77.62109
Curbside Market-Jordan Health Brown Square,322 Lake Ave,Rochester,14608,http://www.foodlinkny.org,Tuesday 10am-10:45am,July-September,43.17032,-77.62732
Curbside Market-Jordan Health Holland,82 Holland Street,Rochester,14605,http://www.foodlinkny.org,Thu  10am-10:45am,July-September,43.1693,-77.60223
Curbside Market-Kennedy Towers,666 South Plymouth Ave,Rochester,14608,http://www.foodlinkny.org,Wed  4:30pm-5:15pm,July-September,43.14251,-77.61894
Curbside Market-Lena Gantt Estates,86 Vienna Street,Rochester,14605,http://www.foodlinkny.org,Wed  10am-10:45am,July-September,43.17032,-77.60607
Curbside Market-LifeSpan,25 Franklin Street,Rochester,14604,http://www.foodlinkny.org,Monday 11am-11:45am,July-September,43.15805,-77.60484
Curbside Market-Long Pond,1230 Long Pond Road,Rochester,14626,http://www.foodlinkny.org,Friday 4:30pm-5:15pm,July-September,43.2122,-77.69579
Curbside Market-Maplewood YMCA,25 Driving Park Ave,Rochester,14613,http://www.foodlinkny.org,Friday  10am-10:45am,July-September,43.18092,-77.63017
Curbside Market-Monroe Co. WIC,250 Waring Rd,Rochester,14609,http://www.foodlinkny.org,Wed  3pm-3:45pm,July-September,43.1836,-77.56554
Curbside Market-Montgomery Center,10 Cady Street,Rochester,14608,http://www.foodlinkny.org,Thursday  12pm-12:45pm,July-September,43.14584,-77.62107
Curbside Market-Newark Housing Authority,200 East Miller St.,Newark,14513,,Tuesday 12:30pm-1pm,July-November,43.04589,-77.09149
Curbside Market-Oak Orchard  Albion,301 West Ave,Albion,14411,http://www.foodlinkny.org,Wed  10:50am-11:20am,July-November,43.24124,-78.20258
Curbside Market-Oak Orchard Brockport,300 West Avenue,Rochester,14420,http://www.foodlinkny.org,Wed 12:30pm-1:15pm,July-November,43.149964,-77.646425
Curbside Market-Ogden Senior Center,200 South Union St.,Spencerport,14559,,Monday 12:30pm-1:15pm,July-November,43.19063,-77.80076
Curbside Market-Pieters Family Life Center,1025 Commons Way,Rochester,14623,http://www.foodlinkny.org,Monday 4pm-4:45pm,July-September,43.08363,-77.60593
Curbside Market-Pinnacle Place,919 Clinton Ave South,Rochester,14620,http://www.foodlinkny.org,Tue  11am-11:45am,July-September,43.14006,-77.59637
Curbside Market-Rotating,1999 Mount Read Boulevard,Rochester,14615,http://www.foodlinkny.org,Mon-Fri 5pm-6:15pm,July-September,43.192695,-77.659902
Curbside Market-Saint Ann's Comm,1500 Portland Avenue,Rochester,14621,http://www.foodlinkny.org,Wed 2:15pm-3:15pm,July-September,43.19411,-77.5813
Curbside Market-Saint Jude Apartments,4075 Lyell Rd Rochester NY 14606,Rochester,14606,http://www.foodlinkny.org,Friday  4pm-4:45pm,July-September,43.163475,-77.736702
Curbside Market-Saint Michaels,108 Evergreen,Rochester,14605,http://www.foodlinkny.org,Tuesday 12pm-12:45pm,July-September,43.17396,-77.61546
Curbside Market-Saint Simons Terrace,260 Saint Paul Street,Rochester,14605,http://www.foodlinkny.org,Tue  4pm-4:45pm,July-September,43.16357,-77.61088
Curbside Market-Savannah Towers,15 Savannah Street,Rochester,14607,http://www.foodlinkny.org,Thu  2:15pm-3:15pm,July-September,43.15467,-77.59855
Curbside Market-South View Towers,500 South Ave,Rochester,14620,http://www.foodlinkny.org,Tuesday  3:30pm-4:15pm,July-September,43.1465,-77.60524
Curbside Market-SW Family YMCA,597 Thurston Rd,Rochester,14619,http://www.foodlinkny.org,Monday  10am-10:45am,July-September,43.132866,-77.651137
Curbside Market-The Hamilton,185 Mount Hope Avenue,Rochester,14620,http://www.foodlinkny.org,Monday  12pm-12:45pm,July-September,43.14573,-77.61013
Curbside Market-Trillium Health,259 Monroe,Rochester,14607,http://www.foodlinkny.org,Wednesday 11am-11:45am,July-September,43.14959,-77.59906
Curbside Market-Unity St. Mary's,89 Genesee Street,Rochester,14611,http://www.foodlinkny.org,Thursday  3:30pm-4:15pm,July-September,43.14844,-77.63718
Curbside Market-YWCA Apartments,175 North Clinton Ave,Rochester,14604,http://www.foodlinkny.org,Thu  4pm-4:45pm,July-September,43.16073,-77.6082
Farm 2 Preschool Lake Ave Farmers' Market,214 Lake Ave,Rochester,14608,,Thurs  2:30pm-5:30pm,June 2-October 6,43.16846,-77.6253
Farm 2 Preschool Main St. Farmers' Market,444 East Main Street,Rochester,14604,,Wed  3:30pm-6pm,June 8-October 12,43.1588,-77.60064
Farm 2 Preschool South Ave Farmers' Market,941 South Ave,Rochester,14604,,Monday  2pm-4:30pm,June 6-October 3,43.13663,-77.60895
Genesee Valley RMA Farmers' Market,900 Jefferson Rd.,Henrietta,14623,http://www.geneseevalleyregionalmarketauthority.com,Friday  11am-4pm,June 3-October 28,43.08721,-77.61427
